"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"AG.YLD.CREL.KG","Rendimiento de los cereales (kg por hectárea)","El rendimiento de los cereales, medido en kilogramos por hectárea de tierra cosechada, incluye trigo, arroz, maíz, cebada, avena, centeno, mijo, sorgo, trigo sarraceno y mezcla de cereales. Los datos de producción de cereales se relacionan con los cultivos cosechados para granos secos únicamente. Se excluyen los cultivos de cereales destinados a heno o que se cosechan verdes para alimento, pienso o ensilaje y los que se utilizan para pastoreo. La FAO distribuye los datos de producción para el año natural en que la mayor parte de la cosecha se realizó. La mayor parte de un cultivo cosechado cerca del final de un año se utilizará en el año siguiente.","Organización de las Naciones Unidas para la Agricultura y la Alimentación, archivos electrónicos y sitio web.",
