tipo,temporada,fecha,tipo_producto,codigo_SACH,producto,pais,region,volumen,valor,precio
Exportaciones,2019,01/01/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,BioBio,40.8,129.3,3.1
Exportaciones,2019,01/01/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,172.4,494.2,2.8
Exportaciones,2019,01/01/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Ñuble,20.8,64.5,3
Exportaciones,2019,01/01/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,44.4,143.9,3.2
Exportaciones,2019,01/01/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Japón,Maule,1.1,10.4,9
Exportaciones,2019,01/01/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Japón,Metropolitana,1.1,21.6,18.9
Exportaciones,2019,01/02/2019 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Italia,Valparaíso,0.3,4.8,12.6
Exportaciones,2019,01/02/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,65.3,200,3
Exportaciones,2019,01/02/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Bélgica,BioBio,20.4,74,3.6
Exportaciones,2019,01/02/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Rep. Checa,Valparaíso,42.5,117.7,2.7
Exportaciones,2019,01/03/2019 0:00:00,Material vivo - Paquetes abejas,1064190,"Las demás abejas, vivas (desde 2012)",Canadá,BioBio,5.4,39.2,7.2
Exportaciones,2019,01/03/2019 0:00:00,Material vivo - Paquetes abejas,1064190,"Las demás abejas, vivas (desde 2012)",Italia,Valparaíso,0.2,4.8,24.3
Exportaciones,2019,01/03/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,BioBio,40.8,123.2,3
Exportaciones,2019,01/03/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,La Araucanía,173.6,469.1,2.7
Exportaciones,2019,01/03/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,129.5,357.6,2.7
Exportaciones,2019,01/03/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,32.6,99,3
Exportaciones,2019,01/03/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Rep. Checa,Valparaíso,21.1,58.6,2.7
Exportaciones,2019,01/03/2019 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Valparaíso,10.7,49.9,4.6
Exportaciones,2019,01/04/2019 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Libertador Bernardo O'Higgins,0.6,53.9,80.6
Exportaciones,2019,01/04/2019 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Francia,Valparaíso,1.2,16.2,13.5
Exportaciones,2019,01/04/2019 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Maule,2.2,106.2,46.8
Exportaciones,2019,01/04/2019 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Valparaíso,0.5,49,90.7
Exportaciones,2019,01/04/2019 0:00:00,Material vivo - Paquetes abejas,1064190,"Las demás abejas, vivas (desde 2012)",Canadá,BioBio,0.4,4.2,9.4
Exportaciones,2019,01/04/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,La Araucanía,20.7,53.3,2.5
Exportaciones,2019,01/04/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,196.1,584.3,2.9
Exportaciones,2019,01/04/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,20.4,60,2.9
Exportaciones,2019,01/04/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Libertador Bernardo O'Higgins,44,129,2.9
Exportaciones,2019,01/04/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Valparaíso,45.4,157.8,3.4
Exportaciones,2019,01/05/2019 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Francia,Valparaíso,0.5,6.5,13.1
Exportaciones,2019,01/05/2019 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Libertador Bernardo O'Higgins,1,94.4,89.1
Exportaciones,2019,01/05/2019 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Maule,0.9,86.2,88.7
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,La Araucanía,20.8,54.2,2.6
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,262.1,745.2,2.8
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,160.8,471.1,2.9
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,65.8,221.9,3.3
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Austria,Libertador Bernardo O'Higgins,18.2,58.8,3.2
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Libertador Bernardo O'Higgins,65.2,190.8,2.9
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Hong Kong,Maule,0.3,5.2,16.8
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Rep. Checa,Valparaíso,42.5,121.2,2.8
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Metropolitana,21.7,52.1,2.4
Exportaciones,2019,01/05/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Valparaíso,22.7,69.3,3
Exportaciones,2019,01/06/2019 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Libertador Bernardo O'Higgins,6.8,119.2,17.5
Exportaciones,2019,01/06/2019 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Maule,0,8.4,93.4
Exportaciones,2019,01/06/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,44.1,112.3,2.5
Exportaciones,2019,01/06/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,80.4,236.6,2.9
Exportaciones,2019,01/06/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,45.5,130.1,2.8
Exportaciones,2019,01/06/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Austria,Libertador Bernardo O'Higgins,59.6,181.4,3
Exportaciones,2019,01/06/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Hong Kong,Maule,0.3,5.1,16.8
Exportaciones,2019,01/06/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Italia,Libertador Bernardo O'Higgins,70.3,207.7,2.9
Exportaciones,2019,01/07/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,265.8,790.1,2.9
Exportaciones,2019,01/07/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,120.6,351.8,2.9
Exportaciones,2019,01/07/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Valparaíso,22.7,79.4,3.4
Exportaciones,2019,01/07/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Austria,Libertador Bernardo O'Higgins,20.8,56.9,2.7
Exportaciones,2019,01/07/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Libertador Bernardo O'Higgins,67.5,197.4,2.9
Exportaciones,2019,01/07/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Región de Los Ríos,40.2,117.7,2.9
Exportaciones,2019,01/07/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Holanda,Región de Los Ríos,20.1,62.3,3.1
Exportaciones,2019,01/07/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Región de Los Ríos,20.1,63.3,3.1
Exportaciones,2019,01/07/2019 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,22.4,76.4,3.4
Exportaciones,2019,01/07/2019 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,21.4,64.4,3
Exportaciones,2019,01/08/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,65.3,186,2.8
Exportaciones,2019,01/08/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,281.4,821.5,2.9
Exportaciones,2019,01/08/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Bélgica,Metropolitana,20.9,59.6,2.8
Exportaciones,2019,01/08/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Emiratos Arabes,Valparaíso,1.3,6.7,4.9
Exportaciones,2019,01/08/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Metropolitana,21.5,65.7,3
Exportaciones,2019,01/08/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Región de Los Ríos,40.2,117.6,2.9
Exportaciones,2019,01/08/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Metropolitana,86.1,283.1,3.2
Exportaciones,2019,01/08/2019 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,88.2,301.1,3.4
Exportaciones,2019,01/09/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,La Araucanía,108.7,289.3,2.6
Exportaciones,2019,01/09/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,196.6,531.7,2.7
Exportaciones,2019,01/09/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,80.4,230.9,2.8
Exportaciones,2019,01/09/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Los Lagos,0.9,11.7,12.9
Exportaciones,2019,01/09/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Región de Los Ríos,20.1,59.1,2.9
Exportaciones,2019,01/10/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,43.1,149.9,3.4
Exportaciones,2019,01/10/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Región de Los Ríos,0.3,10.2,33.5
Exportaciones,2019,01/10/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Libertador Bernardo O'Higgins,90.5,258.2,2.8
Exportaciones,2019,01/10/2019 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,10.5,34.9,3.2
Exportaciones,2019,01/10/2019 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Hong Kong,Metropolitana,0,0.3,14.8
Exportaciones,2019,01/11/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,La Araucanía,86.7,232.1,2.6
Exportaciones,2019,01/11/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,21.6,51.7,2.3
Exportaciones,2019,01/11/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Holanda,Región de Los Ríos,20.1,62.3,3.1
Exportaciones,2019,01/11/2019 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,0.6,9.3,13.5
Exportaciones,2019,01/12/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,140.7,399.3,2.8
Exportaciones,2019,01/12/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),España,Libertador Bernardo O'Higgins,17.9,48.7,2.7
Exportaciones,2019,01/12/2019 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Libertador Bernardo O'Higgins,37.9,104.4,2.7
Exportaciones,2019,01/12/2019 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,19.8,67.5,3.3
Exportaciones,2020,01/01/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,44.9,166.5,3.7
Exportaciones,2020,01/01/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,40.2,120.6,3
Exportaciones,2020,01/01/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,BioBio,3.6,10.3,2.8
Exportaciones,2020,01/01/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Malasia,Valparaíso,0,1.2,13.8
Exportaciones,2020,01/01/2020 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,22.6,88,3.8
Exportaciones,2020,01/02/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Bahamas,Los Lagos,0.1,2.4,13.4
Exportaciones,2020,01/02/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Metropolitana,20.9,63.9,3
Exportaciones,2020,01/03/2020 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Italia,Valparaíso,0.5,6.6,13.2
Exportaciones,2020,01/03/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,155.2,422.2,2.7
Exportaciones,2020,01/03/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),España,Metropolitana,21.2,64.2,3
Exportaciones,2020,01/03/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,0.6,6.9,10.2
Exportaciones,2020,01/04/2020 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Francia,Valparaíso,0.6,8.2,13.6
Exportaciones,2020,01/04/2020 0:00:00,Material vivo - Paquetes abejas,1064119,Las demás Abejas (Apis mellifera) (desde 2017),Canadá,Libertador Bernardo O'Higgins,1.1,103.1,88.1
Exportaciones,2020,01/04/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,240.9,678.4,2.8
Exportaciones,2020,01/04/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,60.3,169.9,2.8
Exportaciones,2020,01/04/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Libertador Bernardo O'Higgins,21.1,60.7,2.8
Exportaciones,2020,01/04/2020 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Francia,Libertador Bernardo O'Higgins,34.5,123.1,3.5
Exportaciones,2020,01/04/2020 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Hong Kong,Metropolitana,0,0.6,9.6
Exportaciones,2020,01/05/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Metropolitana,173.3,496.1,2.8
Exportaciones,2020,01/05/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,120.6,348.4,2.8
Exportaciones,2020,01/05/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),China,Los Lagos,1.6,17,10.1
Exportaciones,2020,01/05/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Emiratos Arabes,Metropolitana,0.5,11.7,20.2
Exportaciones,2020,01/05/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,0.1,2.8,17.1
Exportaciones,2020,01/05/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Región de Los Ríos,80.4,214.9,2.6
Exportaciones,2020,01/05/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Holanda,Región de Los Ríos,20.1,58.2,2.9
Exportaciones,2020,01/05/2020 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,33.8,107,3.1
Exportaciones,2020,01/06/2020 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Libertador Bernardo O'Higgins,3.9,65.3,16.3
Exportaciones,2020,01/06/2020 0:00:00,Material vivo - Abejas Reinas,1064112,Abejas reinas (Apis mellifera) (desde 2017),Canadá,Valparaíso,2.4,37.4,15.6
Exportaciones,2020,01/06/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,120.6,359.4,2.9
Exportaciones,2020,01/06/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Estados Unidos,Metropolitana,0.3,4.9,15.4
Exportaciones,2020,01/06/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Francia,Metropolitana,21.4,66.6,3.1
Exportaciones,2020,01/06/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Japón,Metropolitana,0.7,22.3,30.3
Exportaciones,2020,01/06/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Reino Unido,Metropolitana,21.6,81.7,3.7
Exportaciones,2020,01/06/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Región de Los Ríos,20.1,58.2,2.9
Exportaciones,2020,01/06/2020 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Libertador Bernardo O'Higgins,17.1,54.4,3.1
Exportaciones,2020,01/06/2020 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,21.4,81.5,3.8
Exportaciones,2020,01/07/2020 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Estados Unidos,Metropolitana,10,66.4,6.6
Exportaciones,2020,01/07/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Mercadería extranjera nacionalizada,20.5,60.8,2.9
Exportaciones,2020,01/07/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Alemania,Región de Los Ríos,180.9,535.2,2.9
Exportaciones,2020,01/07/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),España,Región de Los Ríos,10.8,32.9,3
Exportaciones,2020,01/07/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Rep. Checa,Metropolitana,21.4,66.5,3.1
Exportaciones,2020,01/07/2020 0:00:00,Miel natural,4090090,Las demás mieles naturales (desde 2012),Suiza,Metropolitana,21.5,69,3.2
Exportaciones,2020,01/07/2020 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Alemania,Metropolitana,43,157.5,3.6
Exportaciones,2020,01/07/2020 0:00:00,Miel orgánica,4090010,Miel orgánica (desde 2012),Bélgica,Metropolitana,21.5,76.6,3.5
Exportaciones,2020,01/08/2020 0:00:00,Cera,15219019,Las demás ceras de abejas incluso refinadas o coloreadas (desde 2017),Estados Unidos,Metropolitana,11,78.2,7.1
