site,height,sasdate,latitude,longitude,hour,episode,weekdep,hourinches,siteName,datetime
IN21,100,30JUL09,37.492,-86.531,-16,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.454,-86.574,-17,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.419,-86.62,-18,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.387,-86.672,-19,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.36,-86.73,-20,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.339,-86.796,-21,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.323,-86.873,-22,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.312,-86.969,-23,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.306,-87.093,-24,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.306,-87.243,-25,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.305,-87.402,-26,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.295,-87.555,-27,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.277,-87.701,-28,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.254,-87.837,-29,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.229,-87.962,-30,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.203,-88.081,-31,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.18,-88.196,-32,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.167,-88.306,-33,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.164,-88.408,-34,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.166,-88.503,-35,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.169,-88.591,-36,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.176,-88.677,-37,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.178,-88.746,-38,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.163,-88.787,-39,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.132,-88.801,-40,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.091,-88.791,-41,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,37.046,-88.762,-42,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,36.998,-88.715,-43,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,36.936,-88.651,-44,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,36.851,-88.573,-45,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,36.741,-88.481,-46,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,36.618,-88.39,-47,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,30JUL09,36.488,-88.314,-48,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,38.8,-85.4,0,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,38.709,-85.547,-1,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,38.608,-85.703,-2,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,38.499,-85.86,-3,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,38.371,-86.014,-4,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,38.233,-86.16,-5,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,38.1,-86.294,-6,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.972,-86.414,-7,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.842,-86.528,-8,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.703,-86.645,-9,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.558,-86.768,-10,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.43,-86.887,-11,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.336,-86.986,-12,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.271,-87.066,-13,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.224,-87.133,-14,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.181,-87.191,-15,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.139,-87.24,-16,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.099,-87.289,-17,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.066,-87.346,-18,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.04,-87.41,-19,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,37.017,-87.492,-20,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.989,-87.6,-21,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.958,-87.73,-22,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.925,-87.87,-23,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.896,-88.012,-24,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.871,-88.159,-25,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.846,-88.301,-26,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.815,-88.428,-27,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.778,-88.537,-28,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.741,-88.643,-29,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.707,-88.765,-30,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.677,-88.909,-31,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.655,-89.056,-32,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.646,-89.177,-33,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.647,-89.27,-34,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.654,-89.354,-35,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.661,-89.447,-36,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.668,-89.552,-37,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.671,-89.651,-38,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.66,-89.731,-39,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.64,-89.795,-40,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.619,-89.835,-41,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.602,-89.841,-42,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.591,-89.811,-43,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.573,-89.759,-44,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.533,-89.696,-45,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.465,-89.617,-46,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.372,-89.532,-47,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,300,30JUL09,36.265,-89.455,-48,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,38.8,-85.4,0,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,38.705,-85.571,-1,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,38.6,-85.747,-2,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,38.485,-85.924,-3,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,38.354,-86.096,-4,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,38.211,-86.257,-5,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,38.07,-86.404,-6,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.93,-86.536,-7,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.785,-86.665,-8,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.632,-86.803,-9,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.474,-86.957,-10,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.33,-87.111,-11,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.216,-87.244,-12,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.137,-87.358,-13,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.082,-87.457,-14,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.04,-87.548,-15,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,37.007,-87.631,-16,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.98,-87.712,-17,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.956,-87.798,-18,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.931,-87.886,-19,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.899,-87.987,-20,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.857,-88.113,-21,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.804,-88.261,-22,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.746,-88.415,-23,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.694,-88.561,-24,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.651,-88.695,-25,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.614,-88.813,-26,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.574,-88.914,-27,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.533,-88.997,-28,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.492,-89.085,-29,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.455,-89.198,-30,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.425,-89.332,-31,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.411,-89.456,-32,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.413,-89.555,-33,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.426,-89.638,-34,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.441,-89.72,-35,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.453,-89.818,-36,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.463,-89.93,-37,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.469,-90.042,-38,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.468,-90.141,-39,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.462,-90.229,-40,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.454,-90.293,-41,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.449,-90.318,-42,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.447,-90.302,-43,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.444,-90.266,-44,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.431,-90.225,-45,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.405,-90.177,-46,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.353,-90.117,-47,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,500,30JUL09,36.273,-90.05,-48,July-Aug 2009,1640,0.28,Clifty Falls State Park,30JUL09:18:00
IN21,100,31JUL09,38.8,-85.4,0,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.779,-85.497,-1,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.74,-85.588,-2,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.707,-85.68,-3,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.677,-85.778,-4,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.649,-85.881,-5,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.618,-85.98,-6,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.582,-86.071,-7,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.535,-86.166,-8,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.474,-86.281,-9,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.398,-86.415,-10,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.307,-86.554,-11,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.205,-86.682,-12,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,38.092,-86.803,-13,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.977,-86.916,-14,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.864,-87.02,-15,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.749,-87.115,-16,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.637,-87.201,-17,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.534,-87.278,-18,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.443,-87.347,-19,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.369,-87.411,-20,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.321,-87.472,-21,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.302,-87.528,-22,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.292,-87.576,-23,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.273,-87.615,-24,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.243,-87.646,-25,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.206,-87.672,-26,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.169,-87.697,-27,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.131,-87.722,-28,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.095,-87.759,-29,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.062,-87.821,-30,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.031,-87.907,-31,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,37.006,-88.012,-32,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.986,-88.129,-33,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.974,-88.261,-34,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.962,-88.392,-35,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.944,-88.507,-36,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.919,-88.603,-37,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.891,-88.699,-38,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.861,-88.811,-39,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.833,-88.948,-40,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.808,-89.086,-41,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.789,-89.196,-42,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.773,-89.274,-43,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.76,-89.341,-44,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.751,-89.419,-45,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.748,-89.51,-46,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.743,-89.598,-47,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,100,31JUL09,36.727,-89.668,-48,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.8,-85.4,0,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.787,-85.585,-1,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.752,-85.759,-2,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.729,-85.933,-3,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.712,-86.105,-4,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.694,-86.267,-5,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.673,-86.412,-6,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.652,-86.547,-7,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.623,-86.683,-8,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.569,-86.833,-9,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.484,-87.005,-10,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.374,-87.184,-11,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.251,-87.348,-12,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,38.113,-87.504,-13,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,37.97,-87.652,-14,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,37.833,-87.792,-15,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,37.7,-87.93,-16,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,37.564,-88.069,-17,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,37.415,-88.214,-18,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,37.254,-88.369,-19,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,37.11,-88.515,-20,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,37.002,-88.644,-21,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.925,-88.765,-22,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.87,-88.881,-23,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.824,-88.995,-24,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.787,-89.103,-25,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.744,-89.203,-26,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.682,-89.299,-27,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.601,-89.39,-28,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.508,-89.483,-29,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.406,-89.587,-30,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.289,-89.707,-31,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.173,-89.819,-32,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.078,-89.905,-33,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,36.005,-89.965,-34,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.949,-90.008,-35,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.901,-90.042,-36,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.861,-90.068,-37,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.827,-90.096,-38,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.801,-90.13,-39,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.783,-90.17,-40,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.779,-90.212,-41,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.793,-90.254,-42,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.822,-90.297,-43,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.856,-90.355,-44,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.881,-90.439,-45,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.9,-90.549,-46,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
IN21,300,31JUL09,35.911,-90.667,-47,July-Aug 2009,1640,0.22,Clifty Falls State Park,31JUL09:03:00
